country,obs,year,month,pday,old_day,evday,form,form_recode,goal_recode,goal_recode2,goal,part,partmedian,frame,orgdummy,title,dataset,frame1
F,1589,1996,10,22,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,für Rechte von Papierlosen (Sans-Papiers),.03,.029999999,national,1,Trente sympathisants veulent soutenir les quarent sans-papiers dans l'église Saint-Bernard; bousculades avec les forces de l'ordre,old data set (CH 90-99),
F,1738,1997,4,8,,Sunday,protest meeting,demonstrative,Foreigners internal,immigration,Ausländermobilisierung: gegen Situation im Aufenthaltsland,.05,.050000001,national,1,Manifestation des sans-papiers sous la tour Eiffel pour réclamer leur régularisation,old data set (CH 90-99),
F,1177,1995,1,17,,Sunday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),1,1,international,1,Rassemblement des catholiques à Lyon pour manifester leur soutien à Mgr Gaillot; contre la révocation de Mgr Gaillot par le pape,old data set (CH 90-99),
F,2689,2002,1,22,,Tuesday,protest meeting,demonstrative,Labor,economic (others),"Arbeitszeitverkürzungen, Urlaub etc.",5,5,national,1,Manifestation à Rennes pour protester contre l'accord sur la réduction du temps de travail,old data set (CH 90-99),
F,2604,2001,10,2,,Saturday,protest meeting,demonstrative,Other right,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",.1,.1,national,1,Rassemblement à Mantes-la-Jolie pour protester contre l'acquittement (Freispruch) d'un policier responsable pour la mort d'un jeune immigrant en 1991,old data set (CH 90-99),
F,2083,1998,11,3,,Tuesday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,für Rechte von Papierlosen (Sans-Papiers),.3,.30000001,national,1,"Rassemblement à Paris pour demander la régularisation des sans-papiers du Val-de-Marn, en grève de la faim",old data set (CH 90-99),
F,1514,1996,8,27,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,für Rechte von Papierlosen (Sans-Papiers),4,4,national,1,"Après l'évacuation des sans-papiers de l'église Saint-Bernard par la police, rassemblement organisé par les artistes du festival de théatre de rue pour soutenir les sans-papiers",old data set (CH 90-99),
F,2790,2002,5,14,,Monday,protest meeting,demonstrative,Environment,environment,anderes (allgm. Ziele der Umweltbewegung),,.30000001,national,1,Rassemblement pour protester contre le passage des camions par le tunnel Mont-Blanc,old data set (CH 90-99),
F,1917,1998,2,17,,Sunday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.8,.80000001,national,1,Rassemblement du Front national à Strasbourg,old data set (CH 90-99),
F,1856,1997,12,16,,Sunday,protest meeting,demonstrative,Environment,environment,für Natur- und Landschaftsschutz,1,1,national,1,Rassemblement à Artigat pour protester contre l'éventuel passage dans la vallée de la Lèze d'une ligne à très haute tension,old data set (CH 90-99),
F,3161,2004,9,14,,Saturday,protest meeting,demonstrative,Civil rights,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",.1,.1,national,1,Rassemblement devant la gendarmerie de Riom pour se dénoncer et exiger d'être entendues par les enquêteurs pour la déstruction d'une parcelle de maïs transgénique,old data set (CH 90-99),
F,2715,2002,3,26,,Sunday,protest meeting,demonstrative,Others,others,other goals,.5,.5,national,1,Plusieurs centaines de motards se sont rassemblés à Paris pour dénoncer la présence sur les routes d'équipements jugés dangereux pour les deux-roues,old data set (CH 90-99),
F,3106,2004,4,27,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,1,1,national,1,Rassemblement de protestation contre la série d'aggressions visant des mosquées et des biens appartenant à des musulmans,old data set (CH 90-99),
F,2109,1998,12,1,,Monday,protest meeting,demonstrative,Civil rights,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",.2,.2,national,0,Rassemblement des amis d'un jeune homme tué par la Police à l'occasion de la reconstruction des circonstances de la mort du jeune homme,old data set (CH 90-99),
F,1824,1997,10,14,,Monday,protest meeting,demonstrative,Others,others,Geschichtsbewältigung (u.a. Aufarbeitung Nationalsozialismus),.5,.5,national,1,Manifestation après la mise en liberté de Maurice Papon (wegen Deportation von jüdischen Franzosen während des 2. WK angeklagt) sur les marches du palais de justice,old data set (CH 90-99),
F,3312,2005,12,6,,Saturday,protest meeting,demonstrative,Others,others,Geschichtsbewältigung (u.a. Aufarbeitung Nationalsozialismus),.2,.2,national,1,"Rassemblement à Paris des associations d'outre-mer contre la falsification de l'histoire, contre la glorification de Napoléon et pour ""célébrer à leur manière le bicentenaire de la bataille d'Austerlitz""",old data set (CH 90-99),
F,2592,2001,9,11,,Thursday,protest meeting,demonstrative,Foreigners internal,immigration,Ausländermobilisierung: gegen Situation im Aufenthaltsland,.02,.02,national,0,Une vingtaine de mères de famille d'origine africaine - relogées par le DAL dans un immeuble inhabité - ont investi le hall de la mairie pour protester contre le refus du maire d'inscrire leurs enfants dans les écoles du quartier,old data set (CH 90-99),
F,3072,2004,1,27,,Friday,protest meeting,demonstrative,Labor,economic (others),"Arbeitslosigkeit, Entlassungen",.4,.40000001,international,0,Manifestation des salariés du groupe cigarettier Altadis devant le siège à Paris pour protester contre la suppression de 700 postes,old data set (CH 90-99),
F,1826,1997,10,14,,Saturday,protest meeting,demonstrative,Others,others,"Kultur, Freizeit, Medien (Theater, Film, Musik, Sport, Presse, Radio, TV, Werbung etc. - exkl. Autonomenmobilisierung)",1,1,local,1,Rassemblement devant le café-musique de Vitrolles pour manifester le soutien au cet établissement en conflit avec la mairie Front national,old data set (CH 90-99),
F,2690,2002,1,22,,Saturday,protest meeting,demonstrative,Others,others,other goals,.1,.1,national,0,Les familles des victimes de l'accident d'Airbus du mont Sainte-Odile manifestent pour dénoncer les lenteurs de l'instruction,old data set (CH 90-99),
F,1747,1997,4,29,,Sunday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für spezifische politische Regime/Befreiungsbewegungen (u.a. Palästina),,.30000001,international,0,Une mini-manifestation à l'occasion de la visite du Dalai Lama à La Rochette; les manifestants demandent un Tibet communiste et laïque,old data set (CH 90-99),
F,2518,2001,3,27,,Sunday,protest meeting,demonstrative,Other left,economic (others),Wohnen (exkl. Autonomenbewegung),.1,.1,local,1,Manifestation de militants de DAL pendant l'élection du nouveau maire de Paris pour demander une charte de prévention des expulsion,old data set (CH 90-99),
F,2956,2003,5,27,,Sunday,protest meeting,demonstrative,Other right,cultural (others),anderes (nationale Politik: Mobilisierung von rechts),.5,.5,national,1,"Manifestation des miltitants de droite pour protester contre ""la marée rouge syndicale"" et ""pour la réforme des retraites et contre le blocagae syndical""",old data set (CH 90-99),
F,1758,1997,5,20,,Saturday,protest meeting,demonstrative,Environment,environment,"gegen Bau von Verkehrsinfrastruktur (Strassen, Parkhäuser, Bahn, Flughafen etc.)",.5,.5,national,1,Manifestations contre le canal Rhin-Rhône entre Mulhouse et Lyon,old data set (CH 90-99),
F,1534,1996,9,24,,Saturday,protest meeting,demonstrative,Labor,economic (others),anderes (Arbeiterbewegung),35,35,national,1,"Rassemblement de ""la force ouvrière"" pour donner un avertissement au gouvernement",old data set (CH 90-99),
F,1183,1995,1,24,,Sunday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),.5,.5,international,1,Rassemblement à Metz pour protester contre la révocation de Mgr Gaillot,old data set (CH 90-99),
F,1185,1995,1,24,,Sunday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),.5,.5,international,1,Rassemblement à Strasbourg pour protester contre la révocation de Mgr Gaillot,old data set (CH 90-99),
F,2798,2002,5,28,,Saturday,protest meeting,demonstrative,Civil rights,cultural (others),"Bürgerrechte (Stimmrechtsalter, Grundrechte, Demokratisierung, Berufsverbote etc.)",.15,.15000001,local,0,"Rassemblement à Bordeaux pour protester contre l'arrêté municipal anti-bivouc (qui interdit tout occupations abusives ou prolongées des rues), pris par le maire Alain Juppé, qui ""veut faire disparaître les pauvres du centre-ville""",old data set (CH 90-99),
F,3281,2005,9,20,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Abschiebungs- bzw. Ausschaffungspraxis von abgewiesenen Asylbewerbern,.05,.050000001,national,1,Manifestation à l'aéroport de Roissy-Charles-de-Gaulle (Paris) pour protester contre l'expulsion d'un lycéen camerounais,old data set (CH 90-99),
F,1175,1995,1,17,,Sunday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),.3,.30000001,international,1,Rassemblement des catholiques à Amiens pour manifester leur soutien à Mgr Gaillot; contre la révocation de Mgr Gaillot par le pape,old data set (CH 90-99),
F,2889,2003,2,18,,Saturday,protest meeting,demonstrative,Civil rights,cultural (others),"Bürgerrechte (Stimmrechtsalter, Grundrechte, Demokratisierung, Berufsverbote etc.)",.05,.050000001,national,1,Dans le contexte de l'examen du projet de réforme des modes de scrutin: La secrétaire nationale du parti communiste ressemble des manifestants aux bords du Palais-Bourbon pour évoquer une loi scélérate et liberticide,old data set (CH 90-99),
F,3042,2003,11,11,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.5,.5,national,0,Manifestation contre le Front national dans le contexte d'un meeting de campagne de Marine Le Pen,old data set (CH 90-99),
F,2094,1998,11,17,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,für Rechte von Papierlosen (Sans-Papiers),.3,.30000001,national,1,"Rassemblement devant l'hôtel Matignon pour protester contre l'évacuation des grévistes en faim, qui réclament leur régularisation",old data set (CH 90-99),
F,2685,2002,1,22,,Tuesday,protest meeting,demonstrative,Labor,economic (others),"Arbeitszeitverkürzungen, Urlaub etc.",.5,.5,national,0,Rassemblement à Paris de quelques centains d'agents pour protester contre l'accord sur la réduction du temps de travail,old data set (CH 90-99),
F,1218,1995,3,28,,Sunday,protest meeting,demonstrative,Other left,economic (others),Wohnen (exkl. Autonomenbewegung),.8,.80000001,national,1,Rassemblement devant le bâtiment vide pour soutenir les occupants,old data set (CH 90-99),
F,2637,2001,11,6,,Saturday,protest meeting,demonstrative,Civil rights,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",.03,.029999999,national,0,Manifestation devant le commissariat à Paris après le déces d'un zaïrois peu après son interpellation,old data set (CH 90-99),
F,3058,2004,1,20,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.05,.050000001,regional,1,"Manifestation de plusieurs dizaines de manifestants de Ras l'Front contre la visite de Marine Le Pen à Paris, où elle faisait campagne pour les élections régionales",old data set (CH 90-99),
F,2633,2001,10,30,,Saturday,protest meeting,demonstrative,Others,others,"Kultur, Freizeit, Medien (Theater, Film, Musik, Sport, Presse, Radio, TV, Werbung etc. - exkl. Autonomenmobilisierung)",.3,.30000001,national,0,Rassemblement de raveurs à Paris pour protester contre les mesures d'encadrement des raves parties,old data set (CH 90-99),
F,3112,2004,5,18,,Saturday,protest meeting,demonstrative,Others,others,gegen Gewalt,.5,.5,national,0,Rassemeblement devant l'hôtel de ville de Savigny-le-Temple pour protester contre la mort d'un père de famille battu à mort par des jeunes qui lui ont volé son vélo,old data set (CH 90-99),
F,2682,2002,1,15,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.8,.80000001,national,0,Rassemblement à Créteil pour protester contre les agressions commis dans cette ville contre une école juive et une synagogue,old data set (CH 90-99),
F,2971,2003,6,24,,Sunday,protest meeting,demonstrative,Farmers,economic (others),Bauernmobilisierung,.7,.69999999,national,1,"Manifestation devant la maison d'arrêt à Villeneuve-lès-Maguelone pour la libération de José Bové, condamné pour avoir détruit des OGM",old data set (CH 90-99),
F,3024,2003,9,23,,Sunday,protest meeting,demonstrative,Regionalist mobilization,others,"regionale Emanzipation, Verteidigung regionaler Interessen",,.30000001,national,0,Les familles des nationalistes corses interpellés se sont réunis devant la gendarmerie pour souligner leur solidarité,old data set (CH 90-99),
